customer_id,age,gender,tenure_months,contract_type,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,num_support_calls,payment_method,churn
CUST_01459,55,Male,72,One Year,DSL,Yes,No,No,36.59,2581.74,0,Bank Transfer,0
CUST_01460,42,Male,49,Two Year,Fiber Optic,No,No,No,77.33,3751.79,3,Bank Transfer,0
CUST_01461,26,Female,10,Month-to-Month,Fiber Optic,Yes,No,No,77.12,761.43,2,Electronic Check,1
CUST_01462,41,Female,1,One Year,No,No,No,Yes,67.9,65.83,3,Credit Card,0
CUST_01463,32,Female,44,Month-to-Month,DSL,No,No,Yes,94.75,4160.93,4,Credit Card,0
CUST_01464,36,Male,58,Two Year,No,No,No,Yes,91.57,5305.2,2,Mailed Check,0
CUST_01465,53,Female,41,Month-to-Month,DSL,No,Yes,No,71.13,3010.45,0,Electronic Check,1
CUST_01466,70,Male,3,Month-to-Month,Fiber Optic,No,Yes,No,66.99,243.44,1,Electronic Check,1
CUST_01467,50,Male,72,Month-to-Month,DSL,Yes,No,No,68.89,5019.23,4,Electronic Check,0
CUST_01468,27,Male,7,One Year,Fiber Optic,No,No,Yes,60.57,447.21,2,Bank Transfer,0
CUST_01469,51,Female,30,Month-to-Month,Fiber Optic,Yes,No,No,20.0,603.62,2,Bank Transfer,0
CUST_01470,62,Female,57,One Year,DSL,No,No,No,99.06,5667.18,3,Electronic Check,0
CUST_01471,35,Male,6,Two Year,DSL,No,No,No,76.93,472.85,1,Electronic Check,0
CUST_01472,42,Female,57,Two Year,Fiber Optic,No,No,Yes,28.51,1665.48,2,Mailed Check,0
CUST_01473,45,Female,8,Month-to-Month,No,No,Yes,No,107.83,813.92,2,Electronic Check,1
CUST_01474,33,Male,72,Two Year,DSL,No,No,Yes,47.3,3441.88,1,Credit Card,0
CUST_01475,54,Male,7,One Year,DSL,Yes,No,Yes,61.77,440.72,4,Bank Transfer,0
CUST_01476,43,Female,72,Month-to-Month,DSL,No,Yes,Yes,95.71,6800.57,0,Mailed Check,0
CUST_01477,51,Male,1,Month-to-Month,No,No,No,Yes,71.6,75.89,0,Electronic Check,0
CUST_01478,31,Male,29,Month-to-Month,DSL,No,Yes,No,105.06,2981.47,5,Credit Card,0
CUST_01479,38,Female,18,Two Year,DSL,Yes,No,Yes,54.44,953.12,1,Mailed Check,0
CUST_01480,55,Female,15,Month-to-Month,Fiber Optic,Yes,Yes,No,115.74,1728.07,2,Bank Transfer,0
CUST_01481,39,Male,6,Month-to-Month,Fiber Optic,Yes,No,Yes,41.67,174.64,4,Electronic Check,0
CUST_01482,70,Female,29,One Year,DSL,Yes,No,Yes,104.53,3028.64,2,Electronic Check,0
CUST_01483,39,Male,5,One Year,No,No,No,Yes,20.0,103.42,5,Bank Transfer,0
CUST_01484,48,Male,19,One Year,Fiber Optic,Yes,No,Yes,31.99,645.64,1,Mailed Check,0
CUST_01485,58,Female,7,One Year,Fiber Optic,Yes,No,Yes,73.94,494.88,1,Electronic Check,0
CUST_01486,23,Male,72,Month-to-Month,DSL,No,No,No,52.99,3828.76,1,Electronic Check,1
CUST_01487,18,Male,1,Two Year,No,No,Yes,No,62.76,57.99,3,Electronic Check,0
CUST_01488,22,Male,5,Month-to-Month,DSL,No,Yes,Yes,66.25,310.33,2,Bank Transfer,1
CUST_01489,63,Female,6,One Year,DSL,No,No,Yes,29.27,92.11,2,Electronic Check,0
CUST_01490,36,Female,12,One Year,DSL,Yes,No,Yes,31.52,372.69,1,Bank Transfer,0
CUST_01491,80,Female,6,Month-to-Month,Fiber Optic,Yes,No,No,71.96,469.01,2,Mailed Check,1
CUST_01492,36,Male,16,Two Year,Fiber Optic,Yes,Yes,No,45.01,673.47,2,Bank Transfer,0
CUST_01493,47,Male,49,Month-to-Month,Fiber Optic,No,Yes,No,105.23,5145.43,1,Electronic Check,0
CUST_01494,68,Female,29,Month-to-Month,DSL,Yes,No,Yes,59.24,1714.48,2,Electronic Check,1
CUST_01495,75,Female,20,Two Year,Fiber Optic,No,No,Yes,86.56,1786.37,0,Electronic Check,0
CUST_01496,75,Female,2,One Year,Fiber Optic,Yes,Yes,Yes,78.29,158.08,1,Electronic Check,0
CUST_01497,63,Male,28,One Year,DSL,No,No,No,46.97,1329.43,1,Mailed Check,0
CUST_01498,60,Female,4,One Year,No,No,No,Yes,20.0,79.57,1,Mailed Check,0
CUST_01499,53,Male,37,Two Year,DSL,No,No,No,100.55,3695.67,4,Credit Card,0
CUST_01500,56,Female,6,Month-to-Month,Fiber Optic,No,Yes,No,35.63,157.07,1,Bank Transfer,0
CUST_01501,36,Male,12,Month-to-Month,DSL,No,No,No,52.89,620.39,3,Electronic Check,0
CUST_01502,32,Male,10,Month-to-Month,Fiber Optic,No,No,Yes,60.47,624.42,2,Mailed Check,1
CUST_01503,44,Female,46,Month-to-Month,No,No,No,No,63.47,2925.76,2,Credit Card,1
CUST_01504,42,Male,3,One Year,No,No,No,Yes,93.86,355.55,1,Credit Card,0
CUST_01505,38,Female,20,Month-to-Month,DSL,No,No,No,65.17,1350.79,3,Credit Card,0
CUST_01506,55,Male,3,Month-to-Month,Fiber Optic,No,No,Yes,61.18,245.57,2,Credit Card,1
CUST_01507,59,Male,29,Month-to-Month,DSL,No,No,Yes,95.55,2669.44,3,Electronic Check,0
CUST_01508,46,Female,56,One Year,No,Yes,No,Yes,83.02,4728.06,1,Electronic Check,0
CUST_01509,67,Male,13,Two Year,Fiber Optic,Yes,Yes,No,42.93,571.47,2,Bank Transfer,0
CUST_01510,27,Female,16,Month-to-Month,DSL,No,No,Yes,30.59,509.81,2,Bank Transfer,1
CUST_01511,42,Female,62,One Year,DSL,Yes,No,No,40.29,2542.72,2,Electronic Check,0
CUST_01512,34,Female,17,Month-to-Month,No,Yes,No,Yes,63.52,1080.96,2,Electronic Check,0
CUST_01513,18,Male,16,One Year,Fiber Optic,No,No,Yes,27.62,388.38,3,Credit Card,0
CUST_01514,43,Male,20,Month-to-Month,DSL,No,Yes,No,67.72,1426.82,1,Credit Card,0
CUST_01515,43,Male,28,Month-to-Month,DSL,No,No,Yes,61.12,1673.06,3,Electronic Check,1
CUST_01516,67,Female,2,One Year,DSL,No,No,No,20.0,-9.29,0,Electronic Check,0
CUST_01517,54,Female,41,Two Year,Fiber Optic,No,No,No,22.81,923.69,7,Credit Card,0
CUST_01518,29,Male,13,Month-to-Month,No,No,No,No,20.0,240.7,4,Mailed Check,0
CUST_01519,72,Male,1,One Year,No,Yes,No,Yes,54.68,54.87,3,Bank Transfer,0
CUST_01520,63,Female,37,One Year,Fiber Optic,Yes,No,No,97.22,3592.24,1,Electronic Check,0
CUST_01521,53,Male,11,Two Year,No,No,Yes,No,20.0,287.36,1,Bank Transfer,0
CUST_01522,41,Female,2,Month-to-Month,Fiber Optic,No,No,No,25.33,73.63,2,Electronic Check,0
CUST_01523,30,Male,24,Month-to-Month,DSL,Yes,Yes,Yes,60.09,1399.22,1,Credit Card,0
CUST_01524,39,Female,50,Two Year,No,No,No,No,33.09,1618.35,1,Electronic Check,0
CUST_01525,61,Male,52,Month-to-Month,DSL,No,Yes,No,32.94,1693.46,7,Mailed Check,0
CUST_01526,73,Male,72,Month-to-Month,DSL,No,Yes,No,81.25,5830.63,2,Mailed Check,0
CUST_01527,68,Female,48,Month-to-Month,No,No,Yes,No,50.15,2381.61,2,Bank Transfer,0
CUST_01528,37,Female,1,Two Year,DSL,No,No,No,20.4,-34.69,1,Electronic Check,0
CUST_01529,28,Female,11,Month-to-Month,Fiber Optic,No,Yes,Yes,20.0,234.52,2,Bank Transfer,0
CUST_01530,47,Male,40,Two Year,No,No,Yes,Yes,131.25,5227.31,3,Electronic Check,0
CUST_01531,18,Female,10,Month-to-Month,Fiber Optic,Yes,No,Yes,98.85,940.9,2,Credit Card,1
CUST_01532,49,Female,22,Month-to-Month,DSL,No,No,Yes,51.45,1156.2,3,Electronic Check,1
CUST_01533,42,Male,22,Month-to-Month,DSL,No,No,No,67.64,1530.38,1,Credit Card,0
CUST_01534,38,Female,10,Month-to-Month,DSL,No,No,No,50.34,491.16,1,Bank Transfer,0
CUST_01535,21,Female,56,One Year,Fiber Optic,No,No,No,80.31,4586.64,3,Electronic Check,1
CUST_01536,52,Female,16,One Year,Fiber Optic,No,No,No,39.37,740.75,2,Electronic Check,1
CUST_01537,37,Male,15,Month-to-Month,Fiber Optic,No,No,Yes,48.7,755.42,2,Credit Card,1
CUST_01538,27,Male,72,Month-to-Month,Fiber Optic,Yes,No,Yes,78.66,5640.23,5,Electronic Check,0
CUST_01539,18,Male,16,One Year,Fiber Optic,No,No,No,108.62,1751.3,2,Bank Transfer,0
CUST_01540,44,Female,4,Two Year,Fiber Optic,No,Yes,No,87.24,287.75,1,Electronic Check,1
CUST_01541,71,Male,17,One Year,No,No,No,No,102.02,1690.7,1,Credit Card,0
CUST_01542,69,Female,40,Two Year,DSL,No,No,No,55.63,2140.96,3,Bank Transfer,0
CUST_01543,38,Female,35,Month-to-Month,No,Yes,Yes,Yes,46.31,1589.42,3,Credit Card,0
CUST_01544,35,Female,37,Two Year,Fiber Optic,Yes,Yes,No,20.0,678.37,1,Credit Card,0
CUST_01545,52,Male,29,Month-to-Month,DSL,No,Yes,No,67.17,1979.02,1,Mailed Check,1
CUST_01546,30,Male,7,Month-to-Month,DSL,No,No,Yes,76.37,497.14,1,Electronic Check,0
CUST_01547,49,Female,47,Two Year,DSL,Yes,No,Yes,56.0,2645.82,1,Electronic Check,0
CUST_01548,56,Female,53,Two Year,Fiber Optic,No,No,No,41.7,2247.44,2,Electronic Check,0
CUST_01549,63,Male,5,One Year,DSL,No,Yes,No,102.3,570.08,3,Electronic Check,1
CUST_01550,43,Male,3,Month-to-Month,No,No,Yes,Yes,83.95,234.19,1,Mailed Check,0
CUST_01551,41,Male,72,Month-to-Month,Fiber Optic,No,No,No,104.38,7531.23,4,Credit Card,0
CUST_01552,31,Female,48,Month-to-Month,No,No,Yes,No,36.39,1763.97,0,Electronic Check,1
CUST_01553,32,Male,53,Two Year,DSL,No,No,No,43.75,2382.51,4,Electronic Check,0
CUST_01554,41,Male,52,Month-to-Month,DSL,Yes,No,No,101.1,5296.13,2,Bank Transfer,0
CUST_01555,50,Male,18,Two Year,DSL,No,No,No,63.58,1209.6,3,Credit Card,0
CUST_01556,58,Female,24,Month-to-Month,DSL,No,No,No,47.93,1067.01,5,Electronic Check,1
CUST_01557,32,Male,18,Two Year,No,No,No,Yes,50.01,867.05,2,Electronic Check,0
CUST_01558,67,Female,1,Two Year,DSL,No,No,No,64.67,116.26,0,Electronic Check,0
CUST_01559,40,Female,32,Month-to-Month,Fiber Optic,No,No,Yes,95.09,3071.87,1,Electronic Check,1
CUST_01560,44,Female,16,Month-to-Month,DSL,No,No,Yes,60.18,956.7,1,Bank Transfer,1
CUST_01561,33,Male,25,Two Year,Fiber Optic,No,No,No,88.72,2194.2,3,Bank Transfer,0
CUST_01562,18,Male,16,One Year,No,No,No,No,79.02,1303.78,2,Credit Card,0
CUST_01563,58,Male,16,One Year,Fiber Optic,No,No,No,38.65,519.42,0,Credit Card,0
CUST_01564,56,Female,4,One Year,Fiber Optic,No,No,Yes,38.63,194.11,5,Credit Card,0
CUST_01565,40,Male,7,Month-to-Month,DSL,No,No,No,51.49,364.98,1,Mailed Check,0
CUST_01566,46,Female,4,Two Year,No,Yes,Yes,Yes,24.89,75.14,2,Electronic Check,0
CUST_01567,52,Male,5,Month-to-Month,Fiber Optic,No,Yes,Yes,49.58,273.0,1,Electronic Check,0
CUST_01568,21,Male,72,Two Year,Fiber Optic,No,No,No,110.4,7929.71,4,Bank Transfer,0
CUST_01569,37,Male,3,Month-to-Month,Fiber Optic,No,Yes,Yes,64.06,193.63,4,Credit Card,0
CUST_01570,56,Male,7,One Year,No,Yes,Yes,No,42.01,291.73,5,Mailed Check,0
CUST_01571,26,Female,21,Month-to-Month,Fiber Optic,No,Yes,No,122.47,2609.15,3,Credit Card,0
CUST_01572,49,Female,22,Month-to-Month,Fiber Optic,No,No,No,37.08,823.75,0,Electronic Check,0
CUST_01573,24,Female,4,Month-to-Month,Fiber Optic,No,No,Yes,36.14,49.12,2,Electronic Check,1
CUST_01574,51,Female,37,One Year,DSL,Yes,Yes,Yes,101.88,3700.12,0,Bank Transfer,0
CUST_01575,44,Male,36,One Year,Fiber Optic,No,Yes,No,84.84,3000.02,3,Credit Card,0
CUST_01576,20,Female,6,Two Year,Fiber Optic,No,No,No,61.1,389.42,3,Mailed Check,0
CUST_01577,62,Female,8,Month-to-Month,Fiber Optic,No,No,No,89.96,747.5,1,Electronic Check,1
CUST_01578,33,Female,66,One Year,Fiber Optic,No,Yes,Yes,74.02,4968.71,3,Electronic Check,0
CUST_01579,32,Male,41,One Year,DSL,Yes,Yes,No,29.41,1155.26,4,Electronic Check,0
CUST_01580,48,Female,28,Month-to-Month,Fiber Optic,No,No,Yes,20.0,625.46,3,Mailed Check,0
CUST_01581,62,Female,2,Month-to-Month,No,No,No,No,47.98,-0.93,1,Electronic Check,0
CUST_01582,29,Male,13,Month-to-Month,No,No,No,No,97.55,1269.01,2,Mailed Check,0
CUST_01583,45,Male,19,Month-to-Month,DSL,No,No,Yes,52.15,1003.03,3,Mailed Check,0
CUST_01584,51,Female,4,Month-to-Month,Fiber Optic,No,No,No,78.8,327.29,2,Mailed Check,0
CUST_01585,55,Female,14,One Year,No,No,Yes,No,70.53,972.0,3,Bank Transfer,0
CUST_01586,47,Male,22,Month-to-Month,Fiber Optic,No,Yes,No,20.0,445.89,2,Bank Transfer,1
CUST_01587,39,Female,9,One Year,Fiber Optic,Yes,No,No,52.81,413.51,2,Electronic Check,0
CUST_01588,32,Male,36,Two Year,No,No,No,No,75.77,2770.85,3,Electronic Check,0
CUST_01589,46,Female,44,One Year,Fiber Optic,Yes,No,No,41.39,1833.46,1,Electronic Check,0
CUST_01590,28,Female,9,One Year,Fiber Optic,Yes,No,Yes,54.12,505.23,4,Electronic Check,0
CUST_01591,18,Female,43,Month-to-Month,DSL,Yes,No,Yes,76.75,3286.4,2,Electronic Check,1
CUST_01592,51,Female,2,Two Year,DSL,No,No,Yes,67.18,117.96,3,Electronic Check,0
CUST_01593,58,Female,43,Month-to-Month,DSL,No,Yes,Yes,96.41,4171.75,2,Electronic Check,0
CUST_01594,18,Male,3,One Year,No,No,Yes,No,76.51,309.03,3,Bank Transfer,0
CUST_01595,29,Male,2,Two Year,Fiber Optic,Yes,No,No,36.32,2.97,3,Credit Card,0
CUST_01596,54,Female,24,One Year,Fiber Optic,No,Yes,No,50.67,1143.96,3,Credit Card,0
CUST_01597,75,Female,15,One Year,No,No,Yes,Yes,65.61,997.44,4,Credit Card,0
CUST_01598,45,Female,57,Month-to-Month,Fiber Optic,No,No,No,105.15,5977.08,1,Bank Transfer,0
CUST_01599,34,Male,10,Month-to-Month,Fiber Optic,Yes,No,No,50.79,514.15,2,Credit Card,0
CUST_01600,42,Male,8,One Year,DSL,Yes,Yes,Yes,20.0,158.81,1,Bank Transfer,0
CUST_01601,65,Male,16,Month-to-Month,No,Yes,No,No,78.22,1282.57,1,Mailed Check,0
CUST_01602,35,Male,14,One Year,DSL,No,Yes,No,42.33,578.34,2,Bank Transfer,0
CUST_01603,33,Male,10,Month-to-Month,DSL,No,Yes,No,26.44,204.0,2,Electronic Check,1
CUST_01604,37,Male,28,Two Year,DSL,No,No,No,65.56,1796.3,1,Electronic Check,0
CUST_01605,30,Male,34,Month-to-Month,DSL,No,No,No,94.19,3194.3,1,Electronic Check,1
CUST_01606,46,Male,46,One Year,DSL,No,Yes,No,47.78,2135.3,3,Mailed Check,0
CUST_01607,69,Female,72,One Year,Fiber Optic,No,No,Yes,79.9,5750.76,3,Bank Transfer,0
CUST_01608,49,Male,7,Month-to-Month,DSL,No,Yes,No,85.46,601.24,2,Credit Card,1
CUST_01609,41,Male,30,Month-to-Month,Fiber Optic,Yes,No,No,88.75,2644.73,5,Credit Card,0
CUST_01610,40,Male,12,Month-to-Month,DSL,No,No,No,43.03,526.84,2,Electronic Check,1
CUST_01611,21,Male,27,Month-to-Month,DSL,No,No,Yes,31.37,766.21,1,Credit Card,0
CUST_01612,58,Female,15,Month-to-Month,Fiber Optic,Yes,Yes,No,35.46,484.2,0,Bank Transfer,1
CUST_01613,43,Male,72,Month-to-Month,No,No,No,No,88.73,6331.37,1,Electronic Check,1
CUST_01614,42,Female,31,One Year,No,No,No,Yes,85.02,2679.67,5,Bank Transfer,0
CUST_01615,80,Female,72,Month-to-Month,No,No,No,No,36.29,2727.86,3,Electronic Check,1
CUST_01616,49,Female,43,Two Year,Fiber Optic,No,Yes,No,128.98,5502.07,0,Electronic Check,1
CUST_01617,33,Male,55,One Year,Fiber Optic,No,No,No,32.71,1787.24,0,Mailed Check,0
CUST_01618,38,Male,40,Month-to-Month,Fiber Optic,Yes,No,Yes,94.98,3764.69,2,Bank Transfer,0
CUST_01619,62,Male,14,Month-to-Month,Fiber Optic,Yes,Yes,Yes,110.59,1559.32,2,Electronic Check,0
CUST_01620,46,Female,6,Two Year,DSL,No,No,No,68.29,379.34,0,Credit Card,0
CUST_01621,23,Female,11,Month-to-Month,Fiber Optic,No,No,No,41.91,475.13,0,Bank Transfer,0
CUST_01622,58,Female,1,One Year,DSL,Yes,No,Yes,42.56,75.81,3,Electronic Check,0
CUST_01623,34,Female,17,One Year,Fiber Optic,No,No,Yes,57.14,910.14,4,Bank Transfer,0
CUST_01624,73,Male,16,Month-to-Month,Fiber Optic,No,No,Yes,97.43,1572.39,3,Mailed Check,0
CUST_01625,61,Male,17,Two Year,DSL,Yes,Yes,No,29.0,403.36,0,Mailed Check,0
CUST_01626,38,Male,72,Month-to-Month,DSL,No,Yes,No,20.0,1427.17,1,Credit Card,0
CUST_01627,64,Female,58,Month-to-Month,DSL,No,No,No,75.86,4383.79,2,Electronic Check,0
CUST_01628,46,Female,4,Two Year,No,No,No,No,82.45,318.34,4,Mailed Check,0
CUST_01629,57,Male,11,One Year,DSL,No,No,No,124.04,1348.83,2,Bank Transfer,0
CUST_01630,52,Male,13,Two Year,DSL,Yes,Yes,No,23.53,281.15,2,Bank Transfer,0
CUST_01631,32,Female,10,One Year,No,No,Yes,Yes,60.96,596.27,1,Electronic Check,0
CUST_01632,35,Male,38,One Year,Fiber Optic,No,No,No,99.86,3806.4,1,Bank Transfer,0
CUST_01633,60,Male,17,Two Year,DSL,No,No,No,68.63,1179.95,6,Credit Card,0
CUST_01634,39,Female,20,Month-to-Month,DSL,Yes,No,No,59.14,1188.5,2,Bank Transfer,1
CUST_01635,38,Female,46,One Year,DSL,No,No,No,88.7,4051.39,2,Credit Card,1
CUST_01636,30,Female,39,One Year,DSL,No,No,Yes,47.02,1887.73,6,Electronic Check,0
CUST_01637,51,Male,3,Month-to-Month,DSL,No,Yes,Yes,90.54,347.89,1,Electronic Check,1
CUST_01638,75,Female,30,One Year,Fiber Optic,No,No,No,27.39,757.37,2,Electronic Check,0
CUST_01639,28,Male,13,Month-to-Month,No,No,No,Yes,20.0,268.21,2,Bank Transfer,0
CUST_01640,45,Male,8,One Year,Fiber Optic,Yes,No,Yes,56.79,430.93,1,Credit Card,0
CUST_01641,66,Female,1,One Year,Fiber Optic,No,No,No,20.0,66.28,2,Credit Card,1
CUST_01642,43,Male,16,Two Year,DSL,No,Yes,No,67.54,1080.03,1,Electronic Check,0
CUST_01643,51,Female,10,Month-to-Month,DSL,Yes,No,Yes,20.0,202.66,3,Bank Transfer,0
CUST_01644,29,Female,6,One Year,No,Yes,No,Yes,73.47,465.58,1,Credit Card,0
CUST_01645,51,Male,28,Month-to-Month,DSL,Yes,Yes,Yes,70.56,1960.91,2,Electronic Check,0
CUST_01646,42,Male,35,One Year,No,Yes,No,No,62.96,2287.51,1,Bank Transfer,0
CUST_01647,59,Female,6,One Year,Fiber Optic,No,No,No,78.09,494.04,3,Credit Card,0
CUST_01648,62,Female,1,One Year,No,Yes,No,Yes,71.13,117.71,1,Credit Card,0
CUST_01649,80,Female,45,Two Year,DSL,No,No,No,56.21,2518.42,2,Electronic Check,0
CUST_01650,53,Female,1,Two Year,DSL,No,No,Yes,119.93,113.79,1,Electronic Check,0
CUST_01651,49,Female,66,Month-to-Month,Fiber Optic,No,No,Yes,76.8,5109.34,2,Bank Transfer,1
CUST_01652,47,Female,23,Month-to-Month,Fiber Optic,No,Yes,No,88.16,2063.18,3,Credit Card,0
CUST_01653,39,Male,9,One Year,DSL,No,Yes,Yes,97.19,812.3,3,Mailed Check,0
CUST_01654,50,Male,6,Month-to-Month,No,No,Yes,No,85.04,516.65,4,Mailed Check,1
CUST_01655,40,Male,1,Month-to-Month,DSL,Yes,No,No,126.88,150.58,1,Credit Card,0
CUST_01656,47,Male,6,One Year,DSL,No,No,Yes,69.98,413.37,2,Mailed Check,0
CUST_01657,64,Female,3,Month-to-Month,Fiber Optic,No,No,No,64.79,213.32,2,Bank Transfer,1
CUST_01658,29,Male,22,Month-to-Month,Fiber Optic,Yes,No,No,45.51,996.88,4,Electronic Check,0
CUST_01659,62,Male,4,Two Year,No,No,No,No,57.31,116.91,1,Electronic Check,1
CUST_01660,64,Female,18,Month-to-Month,Fiber Optic,No,No,No,43.06,709.59,3,Electronic Check,1
CUST_01661,43,Male,21,Month-to-Month,DSL,Yes,No,No,85.32,1840.39,1,Electronic Check,0
CUST_01662,18,Female,8,Month-to-Month,Fiber Optic,No,No,Yes,37.63,288.83,4,Credit Card,0
CUST_01663,35,Female,1,Two Year,DSL,No,No,No,67.21,76.7,1,Electronic Check,0
CUST_01664,64,Female,1,Two Year,Fiber Optic,No,No,Yes,81.79,81.6,3,Electronic Check,0
CUST_01665,44,Female,1,One Year,Fiber Optic,No,No,Yes,69.51,28.24,5,Bank Transfer,0
CUST_01666,30,Female,32,Month-to-Month,DSL,No,Yes,No,38.12,1196.57,1,Mailed Check,1
CUST_01667,37,Male,9,Two Year,Fiber Optic,Yes,No,Yes,85.97,790.16,5,Bank Transfer,0
CUST_01668,57,Male,38,One Year,Fiber Optic,No,No,Yes,62.44,2394.26,1,Mailed Check,0
CUST_01669,53,Male,13,Two Year,Fiber Optic,No,Yes,No,20.0,369.42,0,Electronic Check,0
CUST_01670,41,Female,14,One Year,Fiber Optic,No,Yes,No,35.5,473.11,2,Electronic Check,0
CUST_01671,39,Male,17,Month-to-Month,DSL,Yes,No,Yes,107.03,1903.11,2,Electronic Check,0
CUST_01672,39,Male,29,Month-to-Month,DSL,Yes,No,Yes,109.53,3133.34,4,Credit Card,0
CUST_01673,31,Male,7,Month-to-Month,DSL,No,No,Yes,80.78,589.91,1,Mailed Check,0
CUST_01674,69,Male,3,Month-to-Month,DSL,No,Yes,Yes,88.52,274.46,6,Electronic Check,1
CUST_01675,40,Female,19,One Year,Fiber Optic,No,No,No,41.65,785.08,1,Mailed Check,0
CUST_01676,63,Male,9,Two Year,No,No,Yes,No,57.2,514.48,1,Bank Transfer,0
CUST_01677,67,Female,14,One Year,Fiber Optic,No,Yes,No,102.06,1397.72,3,Electronic Check,0
CUST_01678,59,Female,24,Month-to-Month,Fiber Optic,Yes,No,No,77.78,1911.85,3,Bank Transfer,0
CUST_01679,38,Male,16,Month-to-Month,Fiber Optic,Yes,No,No,66.95,1029.04,3,Electronic Check,1
CUST_01680,51,Female,23,Month-to-Month,DSL,No,No,No,59.4,1381.98,3,Electronic Check,1
CUST_01681,44,Female,18,Month-to-Month,No,No,No,No,100.23,1842.01,1,Credit Card,1
CUST_01682,31,Female,32,Month-to-Month,No,No,Yes,No,98.66,3226.36,3,Electronic Check,1
CUST_01683,49,Female,29,One Year,Fiber Optic,No,Yes,No,84.49,2498.8,1,Bank Transfer,0
CUST_01684,27,Female,18,Month-to-Month,DSL,No,Yes,No,66.99,1234.41,4,Electronic Check,0
CUST_01685,62,Female,27,Two Year,Fiber Optic,Yes,No,No,54.3,1434.14,0,Mailed Check,0
CUST_01686,38,Female,49,Month-to-Month,DSL,Yes,No,No,85.79,4164.44,1,Electronic Check,0
CUST_01687,48,Male,13,Two Year,Fiber Optic,No,No,Yes,31.94,358.33,1,Electronic Check,0
CUST_01688,49,Male,12,One Year,No,No,No,No,38.16,396.24,0,Electronic Check,0
CUST_01689,41,Female,34,Month-to-Month,DSL,Yes,No,No,21.47,729.82,2,Credit Card,0
CUST_01690,53,Female,20,One Year,No,Yes,No,No,102.06,2004.77,1,Credit Card,0
CUST_01691,37,Male,1,One Year,No,No,No,No,43.38,103.34,4,Electronic Check,1
CUST_01692,58,Male,53,One Year,No,Yes,No,No,77.12,4058.42,0,Electronic Check,0
CUST_01693,24,Male,1,One Year,Fiber Optic,No,Yes,Yes,61.23,65.95,3,Bank Transfer,0
CUST_01694,46,Male,33,Month-to-Month,DSL,Yes,No,No,150.0,4936.77,9,Mailed Check,1
CUST_01695,74,Female,34,One Year,Fiber Optic,No,No,Yes,78.26,2590.55,3,Bank Transfer,0
CUST_01696,29,Female,72,Two Year,Fiber Optic,No,Yes,No,20.0,1494.47,0,Bank Transfer,0
CUST_01697,34,Male,1,Month-to-Month,DSL,Yes,No,Yes,100.26,135.04,3,Bank Transfer,1
CUST_01698,52,Male,21,Month-to-Month,Fiber Optic,No,No,Yes,53.39,1161.62,0,Electronic Check,1
CUST_01699,47,Male,13,Two Year,Fiber Optic,No,Yes,Yes,58.97,796.39,2,Electronic Check,0
CUST_01700,50,Male,9,Month-to-Month,DSL,No,Yes,No,44.82,365.45,4,Credit Card,1
CUST_01701,52,Female,2,One Year,DSL,No,No,Yes,70.87,104.73,3,Mailed Check,1
CUST_01702,54,Male,19,One Year,DSL,No,No,Yes,70.48,1361.63,4,Credit Card,0
CUST_01703,61,Male,15,One Year,Fiber Optic,No,Yes,Yes,45.64,761.68,1,Mailed Check,0
CUST_01704,51,Male,2,Month-to-Month,Fiber Optic,No,No,Yes,49.76,118.81,2,Mailed Check,1
CUST_01705,41,Female,22,Month-to-Month,DSL,No,No,Yes,68.04,1545.77,5,Bank Transfer,0
CUST_01706,55,Female,32,Month-to-Month,No,No,No,Yes,20.0,613.71,1,Electronic Check,1
CUST_01707,73,Female,34,One Year,DSL,No,No,No,21.76,794.57,2,Electronic Check,0
CUST_01708,43,Male,56,One Year,Fiber Optic,Yes,No,No,115.1,6424.61,0,Credit Card,0
CUST_01709,30,Male,12,One Year,Fiber Optic,Yes,No,No,74.83,910.02,1,Electronic Check,0
CUST_01710,61,Male,72,One Year,Fiber Optic,Yes,Yes,No,49.25,3527.89,2,Electronic Check,0
CUST_01711,43,Female,48,Month-to-Month,DSL,No,No,No,20.0,1004.46,2,Mailed Check,0
CUST_01712,18,Female,8,Month-to-Month,No,No,Yes,No,63.31,551.62,4,Bank Transfer,1
CUST_01713,57,Male,4,Two Year,No,No,No,Yes,94.56,304.38,0,Electronic Check,0
CUST_01714,36,Male,13,Month-to-Month,Fiber Optic,Yes,No,No,144.18,1940.56,5,Mailed Check,0
CUST_01715,43,Female,12,Month-to-Month,Fiber Optic,Yes,No,Yes,121.76,1579.96,1,Electronic Check,0
CUST_01716,49,Male,20,Month-to-Month,DSL,No,No,No,38.39,750.07,0,Credit Card,0
CUST_01717,47,Male,21,Month-to-Month,Fiber Optic,No,No,No,50.13,1046.31,1,Credit Card,1
CUST_01718,55,Male,33,Month-to-Month,Fiber Optic,Yes,Yes,Yes,20.86,750.19,0,Credit Card,0
CUST_01719,38,Female,17,Two Year,Fiber Optic,No,No,No,39.75,679.09,1,Credit Card,0
CUST_01720,52,Male,2,Two Year,Fiber Optic,No,No,No,58.61,117.03,1,Bank Transfer,0
CUST_01721,41,Male,46,Two Year,Fiber Optic,No,No,Yes,53.99,2578.2,5,Credit Card,0
