transaction_id,product,quantity
T001765,Pasta,3
T001765,Coffee,1
T001765,Milk,1
T001765,Flour,2
T001765,Apples,1
T001765,Tomatoes,1
T001765,Butter,2
T001765,Sugar,3
T001766,Rice,1
T001766,Chicken,2
T001767,Bread,4
T001767,Onions,4
T001767,Pasta,3
T001767,Milk,1
T001767,Tomatoes,1
T001767,Chicken,1
T001767,Beef,1
T001767,Tea,3
T001767,Eggs,4
T001768,Tomatoes,2
T001768,Flour,1
T001768,Chicken,2
T001768,Beef,3
T001768,Tea,2
T001769,Bread,4
T001769,Apples,1
T001769,Yogurt,2
T001769,Butter,1
T001769,Beef,1
T001769,Eggs,2
T001770,Yogurt,3
T001770,Beef,1
T001770,Tea,2
T001770,Rice,4
T001771,Bread,3
T001771,Onions,4
T001771,Milk,3
T001771,Apples,1
T001771,Chicken,1
T001771,Butter,2
T001771,Eggs,2
T001771,Sugar,4
T001771,Cheese,2
T001772,Apples,2
T001772,Eggs,2
T001772,Rice,1
T001773,Bread,4
T001773,Orange Juice,4
T001773,Milk,4
T001773,Butter,4
T001773,Beef,1
T001773,Eggs,4
T001774,Bread,4
T001774,Onions,1
T001774,Orange Juice,2
T001774,Pasta,4
T001774,Coffee,2
T001774,Milk,2
T001774,Tomatoes,3
T001774,Butter,1
T001774,Tea,1
T001774,Sugar,2
T001775,Bread,4
T001775,Onions,4
T001775,Pasta,2
T001775,Flour,1
T001775,Tomatoes,3
T001775,Beef,4
T001775,Tea,4
T001775,Eggs,2
T001776,Rice,1
T001776,Coffee,4
T001776,Orange Juice,4
T001776,Pasta,1
T001776,Milk,2
T001776,Tomatoes,3
T001776,Beef,1
T001776,Tea,3
T001776,Sugar,2
T001777,Eggs,1
T001777,Bread,3
T001778,Coffee,2
T001778,Milk,2
T001778,Yogurt,2
T001778,Chicken,1
T001778,Beef,1
T001778,Tea,2
T001778,Eggs,2
T001779,Apples,3
T001779,Pasta,1
T001779,Beef,1
T001779,Tomatoes,2
T001780,Bananas,3
T001780,Eggs,4
T001780,Bread,3
T001781,Yogurt,3
T001781,Butter,1
T001781,Tea,1
T001782,Bread,2
T001782,Onions,2
T001782,Pasta,2
T001782,Tea,2
T001782,Eggs,1
T001783,Apples,1
T001783,Beef,3
T001783,Rice,4
T001784,Butter,3
T001784,Bread,4
T001785,Bread,3
T001785,Coffee,2
T001785,Orange Juice,3
T001785,Milk,1
T001785,Butter,3
T001785,Flour,4
T001785,Chicken,4
T001785,Bananas,1
T001785,Eggs,3
T001786,Bread,3
T001786,Onions,3
T001786,Apples,4
T001786,Yogurt,1
T001786,Chicken,1
T001786,Butter,3
T001786,Beef,3
T001786,Tea,2
T001786,Eggs,2
T001787,Bread,3
T001787,Coffee,2
T001787,Orange Juice,2
T001787,Milk,2
T001787,Tomatoes,4
T001787,Beef,4
T001787,Eggs,2
T001787,Sugar,4
T001788,Butter,1
T001789,Butter,3
T001789,Bananas,3
T001789,Milk,4
T001789,Bread,2
T001790,Bread,3
T001790,Pasta,4
T001790,Tomatoes,4
T001790,Yogurt,3
T001790,Flour,3
T001790,Butter,2
T001790,Cheese,4
T001791,Bananas,4
T001791,Beef,1
T001791,Sugar,3
T001791,Chicken,2
T001792,Apples,4
T001792,Cheese,3
T001792,Onions,1
T001793,Bread,4
T001793,Onions,2
T001793,Milk,4
T001793,Chicken,2
T001793,Eggs,4
T001793,Sugar,2
T001793,Cheese,4
T001794,Milk,3
T001794,Apples,1
T001794,Eggs,3
T001794,Butter,3
T001794,Beef,3
T001794,Tea,3
T001794,Cheese,1
T001795,Rice,3
T001795,Coffee,1
T001795,Pasta,1
T001795,Milk,4
T001795,Onions,3
T001795,Apples,2
T001795,Butter,1
T001795,Sugar,2
T001796,Bread,4
T001796,Orange Juice,2
T001796,Tomatoes,4
T001796,Beef,1
T001796,Eggs,2
T001796,Cheese,4
T001797,Cheese,2
T001798,Onions,3
T001798,Pasta,3
T001798,Coffee,3
T001798,Milk,3
T001798,Flour,3
T001798,Tomatoes,1
T001798,Chicken,2
T001798,Tea,2
T001798,Eggs,3
T001799,Coffee,4
T001799,Milk,4
T001799,Eggs,4
T001799,Tomatoes,1
T001800,Pasta,3
T001800,Yogurt,3
T001800,Apples,2
T001800,Bananas,4
T001800,Beef,4
T001800,Sugar,2
T001801,Bread,1
T001801,Coffee,3
T001801,Onions,4
T001801,Tomatoes,4
T001801,Yogurt,4
T001801,Butter,2
T001801,Tea,1
T001801,Sugar,2
T001802,Coffee,1
T001802,Orange Juice,1
T001802,Apples,1
T001803,Onions,2
T001803,Pasta,1
T001804,Coffee,3
T001804,Orange Juice,1
T001804,Milk,3
T001804,Flour,4
T001804,Yogurt,3
T001804,Butter,4
T001804,Tea,1
T001804,Eggs,2
T001805,Bread,3
T001805,Chicken,3
T001805,Butter,1
T001805,Eggs,2
T001805,Cheese,1
T001806,Butter,2
T001806,Orange Juice,3
T001806,Eggs,4
T001806,Bread,2
T001807,Orange Juice,3
T001808,Orange Juice,1
T001808,Flour,2
T001809,Rice,1
T001809,Onions,2
T001809,Pasta,1
T001809,Tomatoes,4
T001809,Tea,1
T001809,Sugar,4
T001810,Onions,2
T001810,Orange Juice,2
T001810,Pasta,2
T001810,Tomatoes,1
T001811,Onions,3
T001811,Orange Juice,1
T001811,Eggs,1
T001811,Bananas,4
T001812,Onions,4
T001812,Eggs,2
T001813,Flour,1
T001814,Coffee,2
T001814,Milk,3
T001814,Tomatoes,1
T001814,Apples,1
T001814,Chicken,4
T001814,Butter,3
T001814,Eggs,3
T001814,Sugar,1
T001815,Bread,3
T001815,Coffee,4
T001815,Milk,4
T001815,Apples,1
T001815,Yogurt,2
T001815,Eggs,1
T001815,Butter,3
T001815,Cheese,1
T001816,Yogurt,1
T001816,Beef,1
T001817,Bread,1
T001817,Orange Juice,2
T001817,Milk,2
T001817,Apples,4
T001817,Butter,4
T001817,Beef,3
T001818,Onions,2
T001818,Bananas,2
T001818,Pasta,2
T001818,Rice,3
T001819,Bananas,1
T001819,Eggs,4
T001820,Orange Juice,3
T001821,Rice,1
T001821,Onions,2
T001821,Flour,4
T001821,Chicken,3
T001821,Butter,3
T001821,Beef,2
T001821,Eggs,3
T001822,Rice,1
T001822,Bread,2
T001822,Coffee,1
T001822,Pasta,1
T001822,Onions,3
T001822,Milk,2
T001822,Tomatoes,2
T001822,Butter,4
T001822,Tea,3
T001823,Rice,2
T001823,Coffee,1
T001823,Flour,1
T001823,Eggs,3
T001823,Butter,1
T001823,Tea,4
T001823,Cheese,2
T001823,Sugar,2
T001824,Bread,1
T001824,Onions,1
T001824,Milk,2
T001824,Yogurt,4
T001824,Chicken,2
T001824,Butter,2
T001824,Eggs,1
T001825,Bread,3
T001825,Butter,1
T001825,Pasta,2
T001825,Tomatoes,4
T001825,Bananas,3
T001825,Eggs,2
T001825,Cheese,1
T001826,Rice,1
T001827,Rice,1
T001827,Flour,1
T001827,Yogurt,2
T001827,Butter,1
T001827,Eggs,2
T001828,Bread,1
T001828,Milk,4
T001828,Flour,2
T001828,Butter,2
T001828,Beef,1
T001828,Eggs,3
T001829,Tea,2
T001829,Chicken,4
T001830,Beef,1
T001830,Sugar,4
T001831,Rice,4
T001831,Onions,1
T001831,Milk,1
T001831,Bananas,3
T001831,Beef,2
T001831,Eggs,2
T001832,Onions,2
T001832,Orange Juice,4
T001832,Milk,2
T001832,Tomatoes,2
T001832,Yogurt,4
T001832,Apples,1
T001832,Butter,1
T001832,Tea,1
T001833,Pasta,1
T001833,Tomatoes,4
T001834,Pasta,2
T001834,Bananas,2
T001834,Tomatoes,3
T001834,Butter,1
T001834,Beef,2
T001835,Pasta,1
T001835,Rice,4
T001835,Bananas,1
T001835,Orange Juice,2
T001836,Orange Juice,3
T001836,Tomatoes,3
T001836,Flour,4
T001836,Beef,4
T001836,Cheese,4
T001836,Sugar,1
T001837,Onions,2
T001837,Pasta,2
T001837,Milk,3
T001837,Butter,2
T001837,Apples,1
T001837,Eggs,4
T001837,Bananas,4
T001837,Cheese,1
T001837,Sugar,2
T001838,Onions,2
T001838,Butter,3
T001838,Pasta,1
T001839,Coffee,4
T001839,Milk,3
T001839,Flour,2
T001839,Apples,4
T001839,Butter,2
T001839,Beef,1
T001839,Cheese,4
T001839,Sugar,4
T001840,Onions,2
T001840,Apples,2
T001840,Bananas,4
T001840,Eggs,1
T001840,Cheese,2
T001841,Bread,1
T001841,Onions,1
T001841,Pasta,1
T001841,Tomatoes,4
T001841,Apples,1
T001841,Chicken,3
T001841,Butter,4
T001841,Beef,2
T001841,Eggs,4
T001841,Sugar,2
T001842,Rice,4
T001842,Milk,2
T001842,Tomatoes,4
T001842,Yogurt,1
T001842,Butter,2
T001842,Beef,4
T001842,Tea,1
T001842,Cheese,3
T001843,Bread,3
T001843,Coffee,4
T001843,Onions,4
T001843,Milk,1
T001843,Butter,4
T001843,Eggs,2
T001843,Sugar,4
T001844,Rice,4
T001845,Rice,3
T001845,Bread,1
T001845,Orange Juice,2
T001845,Chicken,2
T001845,Butter,4
T001845,Tea,3
T001845,Eggs,4
T001846,Flour,1
T001846,Butter,1
T001846,Tea,2
T001846,Chicken,4
T001847,Onions,3
T001847,Orange Juice,2
T001847,Tomatoes,4
T001847,Butter,1
T001847,Beef,4
T001847,Sugar,1
T001848,Onions,3
T001848,Pasta,1
T001848,Tomatoes,1
T001849,Bread,2
T001849,Tomatoes,3
T001849,Yogurt,1
T001849,Apples,4
T001849,Beef,3
T001849,Sugar,1
T001850,Coffee,4
T001850,Milk,4
T001850,Tea,2
T001850,Eggs,2
T001850,Sugar,1
T001850,Cheese,2
T001851,Rice,1
T001851,Bread,4
T001851,Orange Juice,3
T001851,Chicken,3
T001851,Butter,3
T001852,Bread,1
T001852,Milk,2
T001852,Butter,4
T001852,Eggs,2
T001852,Cheese,1
T001853,Butter,3
T001853,Milk,1
T001853,Eggs,1
T001853,Bread,2
T001854,Onions,1
T001854,Pasta,2
T001854,Cheese,2
T001854,Orange Juice,2
T001855,Orange Juice,3
T001855,Tomatoes,2
T001855,Flour,2
T001855,Bananas,4
T001855,Yogurt,2
T001855,Butter,3
T001855,Sugar,3
T001856,Sugar,4
T001857,Yogurt,2
T001857,Sugar,1
T001858,Bread,2
T001858,Onions,1
T001858,Pasta,3
T001858,Tomatoes,2
T001858,Apples,3
T001858,Tea,3
T001859,Coffee,3
T001859,Milk,4
T001860,Butter,1
T001860,Pasta,4
T001860,Milk,4
T001860,Orange Juice,4
T001860,Onions,4
T001860,Flour,2
T001860,Bananas,4
T001860,Tea,3
T001861,Flour,1
T001862,Coffee,3
T001862,Flour,3
T001862,Bananas,1
T001862,Tea,2
T001862,Sugar,4
T001863,Chicken,1
T001864,Orange Juice,4
T001864,Tomatoes,2
T001865,Bananas,1
T001865,Cheese,3
T001866,Apples,4
T001866,Orange Juice,2
T001867,Rice,4
T001867,Bread,4
T001867,Milk,1
T001867,Apples,2
T001867,Eggs,3
T001867,Chicken,4
T001867,Butter,4
T001867,Beef,2
T001867,Tea,2
T001867,Cheese,3
T001868,Rice,3
T001869,Bread,1
T001869,Coffee,2
T001869,Milk,3
T001869,Flour,1
T001869,Beef,1
T001869,Eggs,1
T001869,Sugar,2
T001870,Apples,4
T001870,Orange Juice,3
T001870,Milk,3
T001870,Coffee,2
T001871,Rice,3
T001871,Bread,2
T001871,Onions,1
T001871,Milk,4
T001871,Tomatoes,4
T001871,Apples,4
T001871,Butter,4
T001871,Cheese,4
T001872,Onions,4
T001872,Pasta,4
T001873,Bread,3
T001873,Pasta,4
T001873,Milk,1
T001873,Tomatoes,4
T001873,Butter,2
T001873,Eggs,4
T001874,Onions,3
T001875,Bread,2
T001875,Apples,1
T001875,Butter,1
T001875,Eggs,2
T001875,Cheese,1
T001876,Tomatoes,1
T001877,Coffee,4
T001877,Onions,4
T001877,Milk,1
T001877,Flour,3
T001877,Beef,4
T001877,Cheese,4
T001877,Sugar,4
T001878,Tea,4
T001878,Cheese,3
T001878,Sugar,2
T001878,Chicken,4
T001879,Bread,4
T001879,Onions,2
T001879,Orange Juice,3
T001879,Milk,2
T001879,Flour,3
T001879,Bananas,1
T001879,Beef,4
T001880,Rice,4
T001880,Bread,2
T001880,Onions,2
T001880,Pasta,2
T001880,Tomatoes,4
T001880,Yogurt,4
T001880,Butter,3
T001880,Tea,3
T001880,Eggs,1
T001881,Rice,2
T001881,Orange Juice,4
T001881,Flour,1
T001881,Tea,2
T001881,Sugar,2
T001882,Coffee,3
T001882,Pasta,1
T001882,Tomatoes,1
T001882,Eggs,1
T001882,Sugar,3
T001883,Butter,2
T001883,Rice,1
T001883,Bread,3
T001884,Orange Juice,1
T001884,Yogurt,4
T001884,Apples,1
T001884,Tea,1
T001884,Cheese,2
T001884,Sugar,2
T001885,Bread,4
T001885,Pasta,3
T001885,Tomatoes,4
T001885,Yogurt,1
T001885,Chicken,3
T001885,Butter,4
T001885,Cheese,1
T001886,Butter,1
T001886,Milk,1
T001886,Flour,1
T001886,Apples,2
T001886,Bananas,1
T001886,Beef,3
T001886,Tea,1
T001886,Eggs,3
T001887,Beef,1
T001887,Rice,2
T001887,Cheese,2
T001888,Rice,1
T001888,Pasta,3
T001888,Flour,4
T001888,Yogurt,3
T001888,Bananas,1
T001888,Beef,2
T001889,Bread,4
T001889,Milk,3
T001889,Tomatoes,4
T001889,Apples,3
T001889,Yogurt,1
T001889,Eggs,4
T001889,Cheese,2
T001890,Tomatoes,3
T001891,Cheese,4
T001892,Rice,4
T001892,Bread,3
T001892,Onions,2
T001892,Milk,3
T001892,Flour,2
T001892,Chicken,1
T001892,Butter,4
T001892,Beef,4
T001892,Tea,3
T001892,Eggs,2
T001893,Bananas,3
T001894,Apples,4
T001894,Butter,1
T001894,Tomatoes,1
T001895,Onions,1
T001895,Coffee,1
T001895,Sugar,1
T001896,Flour,4
T001896,Bananas,4
T001896,Tea,3
T001896,Chicken,4
T001897,Bananas,3
T001897,Orange Juice,4
T001898,Rice,4
T001898,Orange Juice,2
T001898,Milk,4
T001898,Tomatoes,3
T001898,Eggs,1
T001898,Beef,1
T001898,Cheese,4
T001899,Onions,2
T001899,Pasta,1
T001899,Orange Juice,3
T001899,Tomatoes,1
T001899,Apples,3
T001900,Butter,2
T001900,Milk,2
T001900,Eggs,2
T001901,Bread,2
T001901,Milk,2
T001901,Flour,4
T001901,Eggs,1
T001901,Butter,2
T001901,Tea,2
T001901,Cheese,4
T001902,Coffee,2
T001902,Milk,3
T001902,Flour,3
T001902,Beef,4
T001902,Sugar,2
T001903,Bread,4
T001903,Butter,3
T001903,Milk,1
T001903,Chicken,3
T001903,Bananas,2
T001903,Beef,2
T001903,Tea,1
T001903,Eggs,4
T001904,Onions,4
T001904,Pasta,4
T001904,Orange Juice,1
T001904,Tomatoes,2
T001904,Chicken,1
T001904,Sugar,2
T001905,Tea,1
T001905,Sugar,3
T001906,Beef,4
T001906,Rice,3
T001907,Bananas,3
T001908,Beef,2
T001909,Rice,4
T001909,Bread,1
T001909,Coffee,2
T001909,Onions,3
T001909,Orange Juice,2
T001909,Butter,1
T001909,Eggs,2
T001909,Sugar,4
T001910,Bread,3
T001910,Onions,4
T001910,Pasta,1
T001910,Tomatoes,2
T001910,Yogurt,4
T001910,Apples,3
T001910,Chicken,2
T001910,Butter,3
T001910,Eggs,4
T001911,Yogurt,4
T001911,Beef,4
T001911,Flour,3
T001912,Onions,2
T001912,Coffee,3
T001912,Milk,1
T001912,Tomatoes,1
T001912,Yogurt,2
T001912,Butter,1
T001912,Eggs,1
T001912,Sugar,3
T001913,Rice,3
T001913,Orange Juice,3
T001913,Flour,1
T001913,Bananas,4
T001913,Tea,2
T001914,Onions,1
T001914,Orange Juice,3
T001914,Pasta,3
T001914,Tomatoes,1
T001914,Apples,4
T001914,Flour,4
T001915,Yogurt,1
T001915,Butter,4
T001915,Eggs,1
T001915,Bread,4
T001916,Rice,2
T001916,Orange Juice,4
T001916,Tomatoes,2
T001916,Butter,3
T001916,Eggs,1
T001917,Rice,1
T001917,Bread,3
T001917,Milk,2
T001917,Tea,4
T001917,Eggs,1
T001918,Apples,2
T001918,Chicken,2
T001918,Butter,1
T001918,Eggs,1
T001918,Sugar,4
T001919,Coffee,3
T001919,Orange Juice,1
T001919,Tomatoes,3
T001919,Yogurt,3
T001919,Flour,1
T001919,Sugar,4
T001920,Bread,3
T001920,Milk,1
T001920,Tomatoes,2
T001920,Bananas,4
T001920,Eggs,3
T001921,Rice,4
T001921,Onions,1
T001921,Pasta,2
T001921,Coffee,3
T001921,Milk,1
T001921,Apples,4
T001921,Bananas,3
T001921,Cheese,4
T001922,Butter,1
T001923,Yogurt,2
T001924,Bread,3
T001924,Milk,1
T001924,Butter,1
T001924,Eggs,1
T001924,Sugar,4
T001925,Bread,4
T001925,Orange Juice,1
T001925,Milk,1
T001925,Yogurt,4
T001925,Bananas,4
T001925,Beef,2
T001926,Rice,2
T001926,Tomatoes,4
T001926,Yogurt,1
T001926,Chicken,2
T001926,Sugar,1
T001927,Tomatoes,4
T001928,Bananas,2
T001928,Bread,2
T001928,Eggs,4
T001928,Tomatoes,1
T001929,Onions,2
T001929,Pasta,2
T001929,Tomatoes,1
T001929,Butter,4
T001929,Beef,3
T001929,Eggs,1
T001929,Cheese,1
T001930,Pasta,2
T001930,Tomatoes,1
T001930,Yogurt,3
T001930,Chicken,4
T001930,Cheese,1
T001931,Rice,4
T001931,Bread,1
T001931,Apples,3
T001931,Beef,2
T001931,Eggs,2
T001931,Cheese,1
T001932,Onions,3
T001932,Coffee,1
T001932,Milk,3
T001932,Butter,3
T001932,Cheese,2
T001932,Sugar,4
T001933,Yogurt,3
T001933,Chicken,1
T001933,Cheese,1
T001933,Flour,3
T001934,Onions,3
T001934,Flour,2
T001934,Apples,4
T001934,Yogurt,1
T001934,Tomatoes,3
T001934,Beef,4
T001934,Cheese,2
T001935,Yogurt,1
T001935,Milk,2
T001935,Coffee,2
T001935,Tomatoes,3
T001936,Bread,3
T001936,Onions,1
T001936,Pasta,2
T001936,Butter,3
T001936,Eggs,1
T001937,Apples,4
T001937,Butter,2
T001937,Eggs,2
T001937,Onions,4
T001938,Onions,1
T001938,Flour,1
T001938,Yogurt,2
T001938,Tea,1
T001938,Eggs,2
T001938,Sugar,2
T001939,Bread,1
T001939,Coffee,1
T001939,Milk,1
T001939,Flour,2
T001939,Eggs,3
T001940,Butter,4
T001940,Pasta,3
T001940,Beef,2
T001940,Tomatoes,4
T001941,Rice,4
T001941,Coffee,4
T001941,Milk,2
T001941,Chicken,1
T001941,Beef,1
T001941,Tea,2
T001941,Cheese,1
T001941,Sugar,1
T001942,Bread,2
T001942,Onions,2
T001942,Orange Juice,3
T001942,Milk,4
T001942,Flour,4
T001942,Apples,3
T001942,Chicken,4
T001942,Beef,4
T001942,Eggs,3
T001943,Coffee,2
T001943,Milk,1
T001943,Cheese,3
T001943,Sugar,3
T001944,Rice,2
T001944,Onions,4
T001944,Coffee,1
T001944,Tomatoes,4
T001944,Butter,1
T001944,Sugar,3
T001945,Onions,2
T001945,Yogurt,3
T001945,Cheese,1
T001945,Flour,3
T001946,Orange Juice,2
T001946,Tomatoes,4
T001946,Apples,4
T001946,Bananas,3
T001946,Sugar,2
T001947,Beef,3
T001947,Cheese,4
T001947,Rice,1
T001947,Flour,3
T001948,Orange Juice,2
T001948,Tomatoes,4
T001948,Flour,4
T001948,Bananas,1
T001948,Cheese,1
T001948,Sugar,3
T001949,Coffee,2
T001949,Milk,4
T001949,Tomatoes,4
T001949,Eggs,2
T001949,Sugar,2
T001950,Bread,4
T001950,Coffee,4
T001950,Milk,2
T001950,Tea,2
T001950,Cheese,3
T001950,Sugar,3
T001951,Bread,1
T001951,Pasta,2
T001951,Milk,3
T001951,Tomatoes,3
T001951,Butter,3
T001951,Eggs,1
T001952,Apples,3
T001952,Orange Juice,4
T001953,Rice,2
T001953,Pasta,4
T001953,Bananas,1
T001953,Flour,4
T001953,Tomatoes,4
T001953,Eggs,4
T001953,Butter,2
T001953,Cheese,1
T001954,Rice,1
T001954,Bread,1
T001954,Coffee,2
T001954,Pasta,1
T001954,Milk,4
T001954,Onions,4
T001954,Tomatoes,1
T001954,Beef,4
T001954,Sugar,2
T001955,Milk,4
T001955,Eggs,3
T001956,Coffee,4
T001956,Milk,3
T001956,Sugar,3
T001957,Orange Juice,1
T001958,Butter,1
T001958,Tea,2
T001958,Rice,3
T001959,Onions,4
T001959,Orange Juice,3
T001959,Pasta,3
T001959,Flour,1
T001959,Tomatoes,3
T001960,Coffee,4
T001960,Eggs,4
T001960,Sugar,1
T001961,Butter,1
T001961,Pasta,1
T001961,Milk,1
T001961,Tomatoes,2
T001962,Bananas,2
T001962,Eggs,4
T001962,Flour,1
T001963,Beef,1
T001963,Chicken,4
T001964,Bread,1
T001964,Coffee,1
T001964,Orange Juice,3
T001964,Milk,4
T001964,Tomatoes,3
T001964,Eggs,1
T001964,Butter,1
T001964,Cheese,4
T001964,Sugar,2
T001965,Pasta,3
T001966,Bread,2
T001966,Milk,2
T001966,Flour,4
T001966,Tomatoes,4
T001966,Beef,2
T001966,Eggs,1
T001967,Bread,2
T001967,Milk,4
T001967,Tomatoes,2
T001967,Apples,2
T001967,Chicken,2
T001967,Butter,2
T001968,Tea,2
T001969,Bread,4
T001969,Onions,2
T001969,Milk,2
T001969,Apples,2
T001969,Butter,2
T001969,Tea,3
T001969,Eggs,4
T001970,Onions,2
T001970,Beef,2
T001970,Rice,2
T001970,Bread,1
T001971,Bread,4
T001971,Butter,1
T001971,Milk,3
T001971,Tomatoes,1
T001971,Yogurt,2
T001971,Bananas,3
T001971,Eggs,1
T001972,Bread,4
T001972,Onions,3
T001972,Milk,2
T001972,Flour,3
T001972,Butter,1
T001972,Beef,4
T001972,Cheese,1
T001973,Yogurt,2
T001973,Orange Juice,4
T001973,Tea,4
T001973,Eggs,4
T001974,Orange Juice,2
T001974,Flour,1
T001975,Bread,3
T001975,Coffee,3
T001975,Butter,1
T001975,Milk,2
T001975,Tomatoes,1
T001975,Yogurt,4
T001975,Bananas,4
T001975,Tea,2
T001976,Yogurt,3
T001977,Butter,3
T001977,Bananas,2
T001978,Bananas,3
T001978,Tea,1
T001978,Pasta,4
T001978,Tomatoes,4
T001979,Beef,1
T001980,Tea,3
T001980,Rice,1
T001980,Sugar,1
T001981,Rice,2
T001981,Coffee,4
T001981,Orange Juice,4
T001981,Onions,1
T001981,Pasta,1
T001981,Tea,2
T001981,Eggs,2
T001982,Bread,3
T001982,Orange Juice,2
T001982,Milk,1
T001982,Yogurt,1
T001982,Eggs,3
T001982,Butter,4
T001982,Beef,3
T001982,Cheese,2
T001983,Rice,1
T001983,Pasta,1
T001983,Tomatoes,2
T001983,Butter,1
T001983,Sugar,4
T001984,Butter,1
T001984,Rice,4
T001984,Sugar,4
T001984,Chicken,1
T001985,Beef,3
T001985,Rice,4
T001985,Bread,1
T001986,Rice,2
T001986,Onions,4
T001986,Pasta,2
T001986,Orange Juice,3
T001986,Flour,1
T001986,Tomatoes,1
T001986,Butter,1
T001987,Coffee,1
T001987,Flour,3
T001987,Apples,3
T001987,Bananas,1
T001987,Beef,1
T001987,Eggs,2
T001988,Onions,1
T001988,Chicken,4
T001988,Bananas,2
T001988,Cheese,3
T001988,Sugar,2
T001989,Milk,1
T001989,Eggs,3
T001989,Bread,2
T001990,Bread,2
T001990,Milk,3
T001990,Yogurt,1
T001990,Chicken,3
T001990,Bananas,4
T001990,Tea,4
T001990,Eggs,1
T001991,Onions,1
T001991,Orange Juice,4
T001991,Pasta,3
T001991,Butter,4
T001991,Tomatoes,1
T001991,Bananas,1
T001992,Onions,4
T001992,Pasta,3
T001992,Tomatoes,4
T001992,Yogurt,2
T001992,Cheese,2
T001993,Bread,3
T001993,Coffee,3
T001993,Milk,3
T001993,Tomatoes,2
T001993,Chicken,2
T001993,Butter,3
T001993,Tea,4
T001993,Cheese,3
T001994,Tea,3
T001995,Bananas,3
T001995,Beef,1
T001995,Cheese,4
T001995,Chicken,2
T001996,Pasta,1
T001996,Cheese,2
T001996,Tomatoes,4
T001997,Coffee,3
T001997,Butter,4
T001997,Milk,2
T001997,Sugar,1
T001998,Coffee,1
T001998,Pasta,4
T001998,Milk,3
T001998,Onions,4
T001998,Tomatoes,1
T001998,Apples,3
T001998,Chicken,4
T001998,Tea,1
T001998,Cheese,2
T001998,Sugar,3
T001999,Bread,2
T001999,Coffee,4
T001999,Milk,4
T001999,Flour,4
T001999,Chicken,1
T001999,Butter,1
T001999,Tea,1
T002000,Onions,4
T002000,Pasta,1
T002001,Onions,3
T002001,Coffee,4
T002001,Milk,2
T002001,Tomatoes,4
T002001,Apples,3
T002001,Chicken,2
T002001,Beef,4
T002001,Tea,3
T002001,Sugar,1
T002002,Apples,1
T002003,Bread,1
T002003,Coffee,2
T002003,Butter,1
T002003,Milk,3
T002003,Tomatoes,4
T002003,Bananas,1
T002003,Beef,2
T002003,Eggs,1
T002004,Cheese,1
T002005,Coffee,2
T002005,Beef,2
T002005,Tea,2
T002006,Onions,3
T002006,Pasta,4
T002006,Butter,1
T002006,Tomatoes,2
T002006,Apples,4
T002006,Chicken,3
T002006,Bananas,4
T002007,Sugar,3
T002008,Onions,4
T002008,Pasta,2
T002008,Flour,4
T002008,Apples,2
T002008,Yogurt,3
T002008,Tomatoes,4
T002008,Butter,4
T002008,Eggs,3
T002009,Bread,4
T002009,Butter,1
T002009,Pasta,1
T002009,Onions,3
T002009,Bananas,3
T002009,Tea,2
T002009,Cheese,1
T002010,Onions,4
T002010,Butter,2
T002010,Beef,1
T002011,Bread,4
T002011,Milk,3
T002011,Flour,4
T002012,Onions,3
T002012,Milk,1
T002012,Tomatoes,4
T002012,Butter,4
T002012,Cheese,2
T002013,Flour,3
T002014,Milk,4
T002014,Eggs,4
T002015,Coffee,3
T002015,Orange Juice,1
T002015,Onions,3
T002015,Chicken,4
T002015,Eggs,4
T002016,Coffee,3
T002016,Bananas,2
T002016,Milk,2
T002016,Sugar,2
T002017,Onions,2
T002017,Bananas,3
T002017,Beef,1
T002017,Tomatoes,3
T002018,Butter,1
T002018,Milk,2
T002018,Chicken,1
T002018,Bananas,3
T002018,Eggs,1
T002018,Cheese,3
T002019,Yogurt,2
T002020,Rice,1
T002020,Bread,1
T002020,Onions,1
T002020,Pasta,3
T002020,Milk,4
T002020,Flour,4
T002020,Yogurt,2
T002020,Tomatoes,1
T002020,Bananas,4
T002020,Eggs,3
T002021,Bread,3
T002021,Orange Juice,3
T002021,Milk,4
T002021,Flour,2
T002021,Eggs,4
T002021,Butter,1
T002021,Tea,3
T002021,Cheese,1
T002021,Sugar,2
T002022,Bread,2
T002022,Onions,4
T002022,Orange Juice,4
T002022,Yogurt,4
T002022,Apples,2
T002022,Beef,1
T002022,Tea,2
T002022,Eggs,1
T002023,Bread,1
T002023,Onions,4
T002023,Pasta,4
T002023,Milk,3
T002023,Bananas,2
T002023,Yogurt,1
T002023,Tomatoes,3
T002023,Butter,3
T002023,Eggs,3
T002024,Rice,3
T002024,Onions,3
T002024,Yogurt,2
T002024,Chicken,3
T002024,Tea,3
T002025,Coffee,4
T002025,Milk,3
T002025,Butter,3
T002025,Eggs,2
T002025,Sugar,2
T002026,Chicken,3
T002027,Bread,1
T002027,Milk,2
T002027,Tomatoes,4
T002027,Yogurt,1
T002027,Chicken,2
T002027,Butter,1
T002027,Eggs,2
T002028,Butter,2
T002028,Orange Juice,2
T002028,Eggs,4
T002028,Bread,1
T002029,Orange Juice,2
T002030,Flour,3
T002031,Bread,4
T002031,Orange Juice,2
T002031,Milk,3
T002031,Flour,4
T002031,Butter,4
T002031,Beef,1
T002031,Tea,3
T002032,Rice,4
T002032,Milk,4
T002032,Butter,2
T002032,Tea,2
