date,total_sales,electronics_sales,clothing_sales,food_sales,home_sales,num_transactions,avg_transaction_value
2022-02-26,212.75,204.08,248.57,183.47,218.67,49,3.94
2022-02-27,197.14,189.97,207.05,147.61,167.54,68,4.02
2022-02-28,199.09,212.58,253.11,257.93,180.37,39,4.15
2022-03-01,179.02,226.62,129.87,142.09,216.84,35,3.89
2022-03-02,175.97,148.6,151.2,227.54,182.23,44,3.26
2022-03-03,157.03,121.37,166.59,201.99,158.42,49,2.71
2022-03-04,189.69,155.25,166.53,223.13,144.11,55,3.58
2022-03-05,209.55,258.19,236.51,229.59,148.7,46,5.24
2022-03-06,185.72,201.97,214.59,194.39,237.39,56,3.1
2022-03-07,181.13,157.86,137.93,220.92,167.76,49,4.77
2022-03-08,155.68,185.19,156.97,136.01,165.32,59,2.68
2022-03-09,163.0,198.34,163.87,159.84,121.9,50,2.76
2022-03-10,177.17,214.0,163.27,189.86,196.63,43,3.54
2022-03-11,201.07,251.61,253.3,190.36,253.26,43,4.19
2022-03-12,202.83,172.68,242.69,194.01,212.04,54,4.51
2022-03-13,222.63,256.7,248.97,199.96,172.69,63,4.37
2022-03-14,182.1,177.79,205.52,189.12,191.03,50,3.19
2022-03-15,161.88,195.1,158.16,195.93,187.75,61,2.89
2022-03-16,167.89,190.9,210.29,137.82,158.46,47,4.54
2022-03-17,176.48,205.75,197.09,222.48,216.7,62,3.27
2022-03-18,188.27,205.91,214.14,209.63,205.07,40,3.19
2022-03-19,183.87,148.28,223.77,219.53,227.91,61,3.54
2022-03-20,207.81,213.42,179.64,214.81,223.21,48,4.07
2022-03-21,185.11,238.94,219.22,216.16,144.16,52,2.99
2022-03-22,187.76,237.04,153.43,133.26,166.32,61,3.83
2022-03-23,174.16,126.42,158.0,207.43,143.0,53,3.96
2022-03-24,165.19,131.97,148.9,119.61,205.71,61,3.51
2022-03-25,185.31,144.36,238.51,228.66,214.26,67,3.71
2022-03-26,195.7,222.23,237.56,253.46,216.41,51,3.62
2022-03-27,209.72,249.7,235.03,183.8,184.67,48,4.11
2022-03-28,209.25,173.28,237.76,172.88,169.58,50,4.98
2022-03-29,172.65,173.25,179.08,200.14,199.21,52,3.92
2022-03-30,176.87,213.03,224.32,150.66,174.13,59,4.11
2022-03-31,170.52,194.34,170.14,207.92,142.47,43,4.06
2022-04-01,183.65,188.3,170.48,139.89,196.5,56,3.28
2022-04-02,206.25,217.43,164.55,159.96,149.36,56,4.21
2022-04-03,200.92,201.92,235.42,258.68,179.96,46,3.86
2022-04-04,194.98,171.3,222.41,215.32,191.3,43,3.9
2022-04-05,171.24,177.92,159.36,206.88,135.07,41,2.76
2022-04-06,192.09,213.86,137.37,171.85,247.95,49,3.69
2022-04-07,176.69,216.26,212.63,195.4,145.85,63,3.93
2022-04-08,184.99,200.12,130.76,195.45,143.96,50,3.78
2022-04-09,209.76,242.62,235.4,222.74,172.45,57,3.68
2022-04-10,210.34,167.44,269.69,233.38,244.3,46,3.9
2022-04-11,198.41,193.83,190.99,207.38,189.54,44,4.31
2022-04-12,189.36,133.61,159.25,181.3,196.79,45,3.44
2022-04-13,179.91,152.57,202.03,155.72,128.21,44,4.28
2022-04-14,170.82,194.03,203.32,198.34,123.1,58,3.88
2022-04-15,185.91,240.77,191.09,155.38,179.87,43,3.79
2022-04-16,204.45,155.28,261.75,228.05,243.3,45,4.44
2022-04-17,187.93,176.82,137.38,157.86,231.37,47,3.84
2022-04-18,184.84,218.12,185.38,198.74,139.01,52,4.51
2022-04-19,196.16,161.33,221.87,225.24,200.68,64,3.32
2022-04-20,187.96,194.17,228.86,156.24,234.57,43,4.0
2022-04-21,172.71,196.86,139.47,127.11,161.1,52,3.26
2022-04-22,196.41,210.08,231.77,152.92,235.25,48,3.64
2022-04-23,209.19,170.04,215.81,222.5,163.22,54,3.8
2022-04-24,240.52,219.65,225.59,290.94,303.35,46,4.81
2022-04-25,209.87,245.61,163.5,152.58,241.53,48,4.28
2022-04-26,179.8,185.65,219.21,205.06,227.41,65,3.0
2022-04-27,160.44,112.81,127.45,145.17,177.45,46,2.59
2022-04-28,157.53,182.19,139.55,155.5,144.61,50,3.5
2022-04-29,190.98,137.73,166.92,240.12,241.19,54,4.77
2022-04-30,196.72,225.72,240.56,176.88,170.23,51,3.78
2022-05-01,193.61,159.05,213.67,189.58,174.11,41,3.17
2022-05-02,190.22,242.5,224.08,134.72,213.14,60,4.88
2022-05-03,168.18,154.85,143.0,125.96,194.95,56,3.36
2022-05-04,184.7,165.52,198.53,157.94,232.28,49,3.93
2022-05-05,180.14,142.19,187.9,129.11,148.23,57,3.4
2022-05-06,186.51,164.75,223.75,201.21,219.85,51,3.73
2022-05-07,216.63,265.59,269.42,207.07,247.64,51,3.23
2022-05-08,206.07,267.44,145.75,212.02,152.14,66,4.12
2022-05-09,185.45,170.8,204.82,149.25,172.9,46,3.64
2022-05-10,191.52,185.61,140.02,168.07,166.56,58,4.07
2022-05-11,170.42,193.13,175.42,187.17,150.43,53,4.48
2022-05-12,158.07,194.7,137.93,202.2,203.88,43,3.51
2022-05-13,181.72,191.87,160.65,132.7,197.29,36,3.56
2022-05-14,190.03,177.67,173.27,234.55,214.85,51,5.14
2022-05-15,188.34,178.47,202.05,197.03,242.2,55,3.55
2022-05-16,200.12,223.61,180.2,207.8,185.38,56,4.08
2022-05-17,192.1,134.84,218.92,192.13,226.88,43,3.77
2022-05-18,147.68,158.28,139.22,109.53,141.88,58,3.21
2022-05-19,170.64,155.84,126.44,128.65,208.47,48,2.67
2022-05-20,173.6,204.25,203.16,184.11,140.34,42,4.69
2022-05-21,190.33,143.85,165.86,172.17,241.45,65,3.17
2022-05-22,192.58,202.78,184.82,240.8,160.09,44,5.07
2022-05-23,178.48,176.45,198.34,168.48,159.87,63,3.8
2022-05-24,169.68,184.17,152.62,133.36,195.76,53,3.54
2022-05-25,149.48,110.45,109.71,168.74,139.95,47,2.82
2022-05-26,163.77,171.63,151.38,143.46,174.4,32,3.81
2022-05-27,175.6,182.07,222.42,178.28,169.76,58,3.74
2022-05-28,188.74,195.61,204.79,211.14,216.18,47,4.1
2022-05-29,185.29,196.8,204.36,229.79,155.09,51,4.52
2022-05-30,177.16,195.91,191.22,208.21,130.22,44,3.62
2022-05-31,172.49,204.05,141.34,190.74,151.78,44,3.14
2022-06-01,158.48,136.59,150.71,175.56,156.04,45,2.99
2022-06-02,146.91,175.56,169.03,186.21,117.65,50,3.67
2022-06-03,172.66,172.48,131.36,151.5,157.61,44,3.2
2022-06-04,194.15,144.88,168.27,136.03,182.5,47,3.35
2022-06-05,173.13,127.27,149.9,149.44,127.15,51,3.21
2022-06-06,183.76,165.48,176.27,152.66,192.95,52,3.91
2022-06-07,153.66,179.93,197.95,168.58,189.1,47,2.96
2022-06-08,154.48,173.73,114.39,166.88,122.2,53,3.09
2022-06-09,144.31,169.3,145.93,152.4,152.78,52,3.01
2022-06-10,148.83,150.37,120.19,105.63,163.54,49,4.13
2022-06-11,165.53,159.59,212.27,188.25,157.52,45,3.52
2022-06-12,185.43,146.21,142.41,165.8,207.81,51,3.37
2022-06-13,176.01,157.86,165.83,193.44,166.58,56,5.18
2022-06-14,146.29,140.5,167.17,151.26,146.7,53,3.25
2022-06-15,150.17,113.1,168.6,136.0,105.78,63,3.66
2022-06-16,130.3,108.46,124.26,101.73,145.29,55,3.1
2022-06-17,161.15,170.65,146.31,121.94,176.75,43,3.43
2022-06-18,164.6,187.87,154.49,197.34,119.01,60,3.29
2022-06-19,173.31,225.13,148.8,216.81,159.61,63,3.15
2022-06-20,168.73,212.58,138.9,183.9,217.23,50,3.75
2022-06-21,141.55,153.65,140.11,107.87,134.81,57,2.83
2022-06-22,134.73,128.36,116.02,126.81,134.89,65,3.06
2022-06-23,151.74,164.14,132.39,172.59,189.07,54,3.61
2022-06-24,150.79,176.63,164.97,176.11,170.45,41,2.85
2022-06-25,179.79,138.62,230.33,138.61,188.64,42,3.15
2022-06-26,163.24,154.41,173.39,114.27,192.4,47,3.8
2022-06-27,168.25,202.55,125.54,189.66,205.03,53,3.12
2022-06-28,159.24,148.14,118.69,145.54,155.12,50,2.61
2022-06-29,108.52,113.2,137.91,92.54,106.9,51,1.97
2022-06-30,128.36,135.12,112.75,90.85,119.59,51,2.62
2022-07-01,156.97,127.25,118.55,160.77,200.93,46,3.27
2022-07-02,164.04,150.48,173.78,198.6,183.44,49,3.42
2022-07-03,172.87,155.71,185.7,220.34,129.64,53,3.32
2022-07-04,151.53,108.45,165.03,157.51,184.53,53,4.46
2022-07-05,140.31,100.25,120.73,141.53,138.67,46,3.34
2022-07-06,126.3,151.44,89.55,94.86,93.62,39,3.24
2022-07-07,142.63,123.21,182.42,146.81,146.88,54,3.17
2022-07-08,148.37,149.98,126.19,137.68,140.99,47,2.32
2022-07-09,164.07,144.26,181.4,174.62,201.26,58,3.35
2022-07-10,159.67,201.89,179.47,149.01,131.32,44,3.19
2022-07-11,147.33,126.06,157.06,124.38,176.19,45,3.2
2022-07-12,129.77,124.29,115.2,98.23,134.26,60,2.76
2022-07-13,126.46,154.75,109.09,112.42,92.67,48,2.26
2022-07-14,121.42,146.33,128.53,92.03,155.79,50,2.33
2022-07-15,143.41,116.4,174.91,115.61,144.5,57,3.19
2022-07-16,176.16,208.14,223.37,227.66,154.05,54,4.0
2022-07-17,167.23,163.03,127.69,161.62,164.16,61,3.34
2022-07-18,143.7,142.23,113.94,146.44,174.55,51,2.21
2022-07-19,140.88,109.9,178.47,172.46,124.39,48,2.66
2022-07-20,113.23,84.74,129.3,146.9,92.35,37,2.22
2022-07-21,100.06,113.75,123.06,105.03,77.79,45,2.22
2022-07-22,125.28,125.01,102.92,148.76,110.08,54,2.72
2022-07-23,131.57,126.58,138.48,117.91,153.67,50,3.87
2022-07-24,149.91,170.55,168.0,132.44,147.36,59,2.78
2022-07-25,142.08,164.71,157.43,133.78,118.85,54,2.9
2022-07-26,140.6,111.83,132.85,155.15,112.44,65,2.93
2022-07-27,115.59,123.23,81.98,128.22,103.99,56,2.41
2022-07-28,113.3,88.51,118.94,100.74,143.2,63,1.74
2022-07-29,138.74,159.66,118.18,108.2,125.67,56,2.77
2022-07-30,123.29,134.9,119.61,133.08,159.4,49,2.47
2022-07-31,150.95,192.3,192.39,117.29,149.61,56,3.28
2022-08-01,144.81,107.36,136.04,151.64,116.94,45,2.84
2022-08-02,104.31,76.59,125.57,116.41,128.79,50,2.32
2022-08-03,119.06,103.5,96.81,133.39,116.23,46,2.53
2022-08-04,114.23,97.9,126.05,131.6,128.6,55,1.63
2022-08-05,121.69,103.22,156.52,148.92,157.01,53,2.54
2022-08-06,147.18,183.06,112.03,147.18,107.46,55,3.07
2022-08-07,166.81,141.74,117.6,189.85,126.44,59,3.79
2022-08-08,134.49,116.09,129.13,144.11,152.28,45,2.64
2022-08-09,117.2,135.44,88.55,95.16,101.86,50,2.09
2022-08-10,98.71,95.73,113.42,70.62,80.01,47,1.79
2022-08-11,98.08,114.37,122.48,85.4,70.97,39,2.09
2022-08-12,129.95,96.06,124.8,125.51,92.67,43,2.76
2022-08-13,128.16,127.2,109.6,137.16,149.26,44,2.98
2022-08-14,140.74,101.36,135.2,170.29,109.87,56,3.13
2022-08-15,123.88,91.38,140.49,101.31,121.49,52,2.48
2022-08-16,115.56,143.74,81.52,89.6,122.9,50,2.69
2022-08-17,102.76,80.52,108.28,131.34,98.35,51,2.45
2022-08-18,113.15,115.35,120.84,86.54,81.05,50,2.02
2022-08-19,112.81,106.79,122.13,111.35,132.0,57,2.05
2022-08-20,130.36,118.42,110.18,137.05,92.07,41,2.29
2022-08-21,126.65,157.03,142.91,129.79,146.55,63,2.95
2022-08-22,120.7,86.07,91.11,90.72,149.19,47,2.94
2022-08-23,111.1,122.02,91.06,81.57,106.63,50,2.27
2022-08-24,103.63,132.45,127.1,79.1,105.84,63,1.88
2022-08-25,90.27,93.53,103.2,94.9,89.02,44,1.67
2022-08-26,123.4,155.74,87.4,126.68,115.2,47,2.68
2022-08-27,143.48,104.94,121.82,120.56,176.84,49,2.47
2022-08-28,137.53,130.82,113.96,148.89,170.03,45,3.06
2022-08-29,140.95,120.67,121.57,168.02,127.07,41,2.47
2022-08-30,96.72,110.11,82.07,70.11,103.39,51,2.06
2022-08-31,80.82,104.16,59.61,80.73,101.53,65,1.62
2022-09-01,78.99,67.46,77.05,87.97,100.9,41,1.8
2022-09-02,127.04,138.79,144.78,108.16,127.73,59,2.95
2022-09-03,133.94,109.68,142.52,118.49,130.15,65,2.13
2022-09-04,130.39,135.5,143.91,139.28,113.08,47,2.17
2022-09-05,122.63,119.97,91.81,151.91,156.39,52,2.31
2022-09-06,90.93,116.68,115.57,107.84,71.44,53,1.62
2022-09-07,115.55,123.08,139.02,121.32,121.09,40,2.75
2022-09-08,95.99,87.32,113.56,109.25,83.47,45,1.68
2022-09-09,111.19,85.44,132.73,102.17,96.44,54,2.32
2022-09-10,132.76,104.98,167.22,143.99,125.19,42,2.82
2022-09-11,133.95,111.88,137.51,131.24,174.04,45,2.63
2022-09-12,120.36,102.38,98.72,97.97,88.22,46,3.17
2022-09-13,92.67,112.17,99.17,103.89,97.04,34,1.85
2022-09-14,94.3,97.76,108.04,97.49,70.68,55,2.14
2022-09-15,112.1,113.68,128.11,102.59,88.87,45,2.24
2022-09-16,122.23,93.98,123.8,152.39,117.8,54,1.94
2022-09-17,140.21,170.51,103.91,99.91,141.09,57,2.92
2022-09-18,122.91,139.34,113.41,109.32,105.12,43,2.19
2022-09-19,107.2,79.39,134.27,78.7,95.4,50,2.61
2022-09-20,98.4,110.67,103.38,114.13,74.01,53,1.93
2022-09-21,89.32,91.65,91.37,100.15,78.77,48,1.62
2022-09-22,103.5,77.53,89.15,93.03,132.48,46,2.59
2022-09-23,91.23,88.95,84.03,100.84,115.57,56,2.07
2022-09-24,139.05,137.78,172.04,130.37,125.28,51,2.08
2022-09-25,126.03,100.75,138.61,145.4,131.38,41,2.42
2022-09-26,112.51,142.6,131.92,109.42,140.17,43,2.39
2022-09-27,89.32,108.08,86.87,84.62,62.86,51,1.69
2022-09-28,72.1,79.41,77.74,90.91,85.54,65,1.34
2022-09-29,100.79,98.51,85.57,85.72,127.9,55,2.02
2022-09-30,108.98,103.21,122.42,84.16,82.26,39,2.22
2022-10-01,111.06,121.12,106.23,116.69,88.5,42,1.98
2022-10-02,114.96,118.09,110.99,147.33,146.74,47,2.39
2022-10-03,113.83,83.94,124.03,105.49,116.4,41,2.85
2022-10-04,116.64,117.52,147.18,85.99,82.64,45,1.94
2022-10-05,86.67,102.6,64.0,78.31,74.06,58,1.58
2022-10-06,78.24,76.33,93.49,78.52,75.89,56,1.74
2022-10-07,106.61,77.95,93.33,84.99,118.95,46,2.67
2022-10-08,122.16,143.14,118.05,133.74,139.25,49,2.11
2022-10-09,101.97,83.7,72.72,132.42,132.28,44,1.96
2022-10-10,117.78,100.72,103.72,114.37,102.76,50,3.37
2022-10-11,98.88,78.99,99.03,90.26,101.15,37,1.68
2022-10-12,97.56,87.62,71.58,91.75,99.51,43,2.57
2022-10-13,113.2,130.64,112.6,87.06,106.79,43,2.46
2022-10-14,121.88,123.3,153.11,149.91,97.69,64,2.1
2022-10-15,123.84,101.91,94.52,117.51,159.32,47,1.97
2022-10-16,119.62,146.74,138.6,111.53,144.98,34,2.22
2022-10-17,145.9,179.13,138.0,159.88,145.76,53,3.04
2022-10-18,103.73,126.79,113.39,100.12,110.16,65,1.7
2022-10-19,92.79,78.25,79.44,101.05,77.61,54,2.06
2022-10-20,96.62,93.8,76.88,71.2,99.16,50,2.15
2022-10-21,114.85,148.27,91.45,136.47,128.28,49,2.21
2022-10-22,127.44,148.24,94.6,161.12,128.6,46,3.64
2022-10-23,127.4,91.26,103.37,138.77,164.88,50,2.32
2022-10-24,117.25,86.66,128.81,149.23,125.09,42,2.44
2022-10-25,105.46,103.18,129.61,83.4,97.29,43,2.24
2022-10-26,89.96,112.05,106.92,88.75,104.65,54,2.57
2022-10-27,92.58,94.73,102.86,98.23,74.27,51,1.54
2022-10-28,116.87,116.72,89.55,122.6,108.77,50,2.72
2022-10-29,129.37,98.74,113.0,121.72,117.49,50,2.35
2022-10-30,151.3,165.54,134.04,136.6,145.11,43,2.65
2022-10-31,99.43,118.65,84.52,77.17,116.24,54,1.81
2022-11-01,120.02,111.41,121.1,112.22,118.88,39,2.18
2022-11-02,111.27,129.67,113.64,88.75,130.9,40,1.92
2022-11-03,82.47,105.46,75.39,94.07,86.26,50,2.01
2022-11-04,115.97,95.36,105.79,95.71,104.98,52,1.87
2022-11-05,131.88,133.73,157.88,96.95,156.41,49,2.27
2022-11-06,125.96,109.87,147.82,129.92,106.18,54,3.0
2022-11-07,122.02,143.46,107.95,128.99,101.84,45,2.65
2022-11-08,101.94,106.69,127.25,124.69,102.22,53,2.61
2022-11-09,120.36,130.08,153.06,125.92,103.09,57,2.46
2022-11-10,116.68,137.54,104.55,105.86,82.31,45,2.92
2022-11-11,136.31,127.8,124.4,161.09,148.44,54,3.03
2022-11-12,147.1,183.73,147.59,150.65,148.07,36,2.83
2022-11-13,133.11,135.75,168.34,99.51,128.76,51,2.61
2022-11-14,129.0,102.53,158.13,134.1,165.15,47,2.22
2022-11-15,122.47,136.86,93.26,152.45,127.7,42,2.78
2022-11-16,95.22,111.97,89.09,89.3,115.98,48,2.07
2022-11-17,119.13,106.04,122.95,104.58,93.36,45,2.43
2022-11-18,125.95,152.94,126.19,99.01,131.18,50,2.13
2022-11-19,140.96,175.31,115.07,111.48,172.09,46,2.2
2022-11-20,156.41,135.48,190.09,150.11,164.21,38,3.48
2022-11-21,143.67,185.35,158.92,151.92,162.46,43,3.12
2022-11-22,119.01,93.36,143.14,89.07,109.88,48,2.38
2022-11-23,124.16,101.96,150.88,156.9,93.8,49,2.48
2022-11-24,106.38,86.23,122.24,122.67,103.7,39,2.22
2022-11-25,139.77,172.81,134.67,147.03,130.92,53,3.33
2022-11-26,155.96,170.4,166.31,186.7,190.31,45,2.84
2022-11-27,151.6,119.95,120.7,113.41,128.31,43,2.86
2022-11-28,147.94,142.64,163.35,145.88,189.37,43,2.84
2022-11-29,115.62,123.62,93.37,124.65,147.4,45,2.31
2022-11-30,127.37,95.54,142.2,152.49,108.09,53,2.55
2022-12-01,120.97,148.73,101.35,141.55,109.95,41,2.2
2022-12-02,134.07,158.49,103.3,116.14,165.89,47,2.44
2022-12-03,166.27,166.79,132.88,210.25,212.82,51,2.48
2022-12-04,153.45,196.45,107.6,118.86,148.24,53,3.13
2022-12-05,136.44,129.71,154.35,167.15,121.79,51,2.73
2022-12-06,118.47,152.88,134.99,151.94,120.32,45,1.79
2022-12-07,130.14,143.26,131.31,104.93,144.81,52,2.77
2022-12-08,116.02,125.39,92.45,131.48,100.25,44,2.52
2022-12-09,162.89,130.24,122.19,117.96,186.0,50,2.76
2022-12-10,141.05,173.37,100.35,133.04,103.11,62,3.07
2022-12-11,183.59,175.6,146.77,185.38,133.94,47,3.75
2022-12-12,158.81,126.63,196.05,166.5,147.98,58,3.24
2022-12-13,139.28,98.55,117.68,175.71,127.04,52,2.9
2022-12-14,124.89,129.37,113.97,137.8,111.07,57,2.66
2022-12-15,139.1,141.39,106.17,137.54,138.35,59,3.31
2022-12-16,151.29,171.2,126.09,179.4,135.02,48,3.09
2022-12-17,179.26,221.23,181.33,227.72,146.16,53,3.2
2022-12-18,174.16,130.21,185.41,124.21,154.25,59,2.9
2022-12-19,164.62,187.49,139.47,212.28,211.53,47,2.61
2022-12-20,143.06,116.23,105.1,107.54,135.43,49,2.86
2022-12-21,136.24,165.52,127.34,161.94,131.72,48,3.49
2022-12-22,144.69,172.39,121.62,125.62,151.34,48,3.45
2022-12-23,141.09,144.54,117.35,109.95,182.0,52,2.31
2022-12-24,161.29,181.63,205.79,155.47,136.28,40,2.93
2022-12-25,187.01,166.18,200.06,203.16,207.35,46,3.53
2022-12-26,171.41,168.45,177.26,159.17,193.62,59,3.23
2022-12-27,151.45,180.68,143.8,110.98,161.21,43,2.52
2022-12-28,143.61,140.1,137.49,152.18,108.16,51,2.82
2022-12-29,151.71,138.77,155.44,188.34,167.81,40,2.45
2022-12-30,159.43,158.87,178.22,148.26,117.73,51,3.62
2022-12-31,173.63,207.83,194.69,144.08,183.65,48,3.1
2023-01-01,188.18,169.58,151.12,181.7,215.24,52,4.28
2023-01-02,166.57,133.97,166.58,121.44,137.69,52,2.92
2023-01-03,164.04,184.9,155.37,195.58,197.66,45,2.69
2023-01-04,133.06,159.08,162.64,159.11,95.56,56,2.66
2023-01-05,165.19,125.61,178.21,173.91,199.26,47,3.37
2023-01-06,176.21,148.71,179.65,160.68,172.01,51,3.52
2023-01-07,190.63,149.68,146.64,224.92,158.33,47,4.24
2023-01-08,202.7,184.21,215.55,209.35,158.16,52,3.9
2023-01-09,199.66,193.71,153.8,238.7,253.96,53,4.87
2023-01-10,176.73,203.12,159.47,190.67,131.42,38,3.27
2023-01-11,138.3,150.84,108.66,161.9,113.33,44,2.77
2023-01-12,148.71,159.5,165.85,157.51,135.13,58,2.32
2023-01-13,171.83,156.61,141.55,162.98,184.23,56,3.24
2023-01-14,194.91,234.84,182.26,248.46,200.15,48,4.53
2023-01-15,204.62,201.09,253.19,209.66,158.66,43,3.93
2023-01-16,182.29,234.69,149.95,193.78,159.29,42,3.44
2023-01-17,174.98,189.06,175.8,145.63,147.55,56,3.18
2023-01-18,155.65,120.75,148.11,167.39,128.9,58,2.78
2023-01-19,161.87,178.98,115.07,168.82,153.24,65,3.68
2023-01-20,170.46,152.57,200.4,138.23,191.33,53,3.63
2023-01-21,191.84,213.28,142.23,141.14,159.31,53,3.31
2023-01-22,192.31,142.65,189.34,204.35,176.93,43,3.7
2023-01-23,186.14,149.83,192.92,215.59,173.96,51,4.23
2023-01-24,189.97,230.52,204.61,192.64,244.28,55,3.52
2023-01-25,160.0,133.81,178.11,133.77,203.65,40,3.56
2023-01-26,200.56,241.12,170.87,220.6,236.68,50,4.36
2023-01-27,195.68,169.76,138.14,146.38,165.35,62,4.35
2023-01-28,209.09,227.02,237.12,201.79,154.9,57,3.87
2023-01-29,203.38,227.07,207.73,162.3,181.04,47,5.21
2023-01-30,209.0,210.58,251.14,169.43,179.75,41,5.36
2023-01-31,179.72,158.73,214.38,147.62,180.36,52,4.61
2023-02-01,176.72,146.25,213.12,164.7,206.16,62,2.95
2023-02-02,205.79,148.15,203.95,150.37,250.03,54,4.12
2023-02-03,195.68,172.67,176.15,183.68,236.17,51,3.76
2023-02-04,224.59,245.23,263.87,226.16,205.68,48,4.24
2023-02-05,210.73,266.15,204.57,208.62,234.4,50,6.59
2023-02-06,207.39,253.58,168.0,192.8,184.1,43,5.18
2023-02-07,208.88,242.22,253.36,251.38,153.85,43,4.1
2023-02-08,174.86,205.12,214.99,137.65,196.0,54,2.78
2023-02-09,203.88,224.07,199.76,204.58,143.92,52,3.85
2023-02-10,209.23,179.14,155.97,154.25,197.83,46,3.74
2023-02-11,212.92,264.94,198.59,158.13,191.12,43,3.61
2023-02-12,229.47,252.98,271.26,239.64,256.1,46,3.82
2023-02-13,222.78,230.86,276.49,231.61,258.37,46,4.95
2023-02-14,202.64,155.34,166.59,248.61,178.82,61,3.56
2023-02-15,170.61,165.19,126.29,176.54,202.51,44,3.88
2023-02-16,183.61,179.24,225.18,234.26,160.9,46,3.01
2023-02-17,204.73,249.51,191.15,149.29,198.14,59,4.01
2023-02-18,222.78,229.01,228.36,169.05,253.12,42,4.55
2023-02-19,234.26,217.45,300.05,170.18,261.38,50,3.78
2023-02-20,219.67,282.51,162.54,178.19,283.9,60,4.58
2023-02-21,187.83,143.96,204.54,192.48,156.86,61,3.76
2023-02-22,194.8,185.75,145.02,211.81,213.77,50,3.9
2023-02-23,201.59,146.2,186.53,146.63,214.86,53,4.03
2023-02-24,217.33,248.61,256.95,275.48,271.46,46,5.05
2023-02-25,238.78,298.67,229.25,287.8,189.54,35,4.26
2023-02-26,240.76,208.98,312.58,211.38,277.13,49,4.54
2023-02-27,226.77,275.52,234.8,169.24,236.05,49,4.2
2023-02-28,204.68,179.16,182.72,164.14,177.01,42,4.26
2023-03-01,178.5,222.5,148.53,138.55,175.77,50,3.37
2023-03-02,203.81,234.87,185.53,157.74,183.48,46,4.85
2023-03-03,217.75,257.59,201.1,220.18,228.12,37,4.11
2023-03-04,234.54,166.71,173.85,198.78,289.28,56,4.26
2023-03-05,223.42,285.46,205.94,204.4,232.71,55,5.2
2023-03-06,215.04,244.29,210.43,278.2,232.04,49,4.3
2023-03-07,219.5,193.79,248.84,243.78,221.97,56,4.77
2023-03-08,198.22,237.39,216.86,251.61,144.84,47,4.72
2023-03-09,209.74,182.24,236.01,164.76,176.12,53,3.75
2023-03-10,219.28,268.32,154.59,203.77,218.22,59,5.48
2023-03-11,235.35,180.64,195.48,243.07,208.55,56,3.86
2023-03-12,248.7,279.09,272.83,185.54,201.21,60,4.69
2023-03-13,223.73,229.19,221.58,157.17,224.28,50,4.39
2023-03-14,212.87,161.34,149.69,234.64,190.24,37,3.94
2023-03-15,196.83,166.35,232.79,213.58,168.26,64,2.81
2023-03-16,201.32,142.42,234.28,190.55,196.97,52,3.73
2023-03-17,218.55,214.45,224.9,217.19,170.46,39,5.08
2023-03-18,239.82,211.22,177.44,227.65,301.37,55,4.8
2023-03-19,236.98,250.97,274.88,169.3,289.26,46,4.02
2023-03-20,243.8,214.14,256.04,219.72,274.17,45,4.28
2023-03-21,205.22,180.58,239.94,165.46,156.73,64,3.66
2023-03-22,201.74,231.18,232.21,153.13,235.13,48,3.48
2023-03-23,203.32,148.2,240.29,259.04,240.89,47,3.99
2023-03-24,238.06,295.61,240.63,252.25,276.31,53,4.86
2023-03-25,241.41,292.44,189.31,274.53,185.5,34,5.75
2023-03-26,253.83,279.39,279.9,225.71,275.75,51,4.7
2023-03-27,218.03,230.23,233.79,204.05,261.77,51,3.41
2023-03-28,218.38,269.78,250.12,183.91,228.51,44,4.2
2023-03-29,213.94,173.55,171.57,162.21,232.74,44,3.63
2023-03-30,209.88,156.86,171.47,169.46,204.64,51,3.89
2023-03-31,235.48,198.68,290.64,277.52,239.54,61,4.06
2023-04-01,235.41,277.01,270.71,260.48,169.64,39,4.8
2023-04-02,258.64,186.43,321.99,265.92,280.2,63,5.62
2023-04-03,256.8,269.56,296.66,252.96,192.31,50,5.35
2023-04-04,212.9,276.19,225.31,266.86,204.6,38,3.43
2023-04-05,201.31,244.27,219.93,149.7,176.27,62,3.8
2023-04-06,224.2,227.09,276.55,194.69,230.32,53,4.77
2023-04-07,241.13,178.0,252.53,219.42,188.09,52,5.02
2023-04-08,235.76,282.63,254.48,275.71,262.87,55,5.89
2023-04-09,240.65,254.94,191.04,311.76,283.24,49,5.01
2023-04-10,231.19,177.78,227.57,195.22,184.49,42,4.45
2023-04-11,203.18,153.67,229.56,248.81,154.94,46,4.06
2023-04-12,196.57,244.88,169.56,235.57,154.76,42,4.27
2023-04-13,199.52,219.77,163.88,166.56,244.67,41,3.38
2023-04-14,217.45,260.41,193.16,204.31,221.12,44,3.56
2023-04-15,240.32,294.97,203.05,227.3,235.6,45,5.34
2023-04-16,246.77,257.4,204.56,317.58,188.54,60,4.05
2023-04-17,249.0,251.6,237.77,201.32,271.34,52,4.08
2023-04-18,206.02,197.42,256.43,243.0,251.51,48,3.12
2023-04-19,214.88,191.28,215.79,193.5,257.19,53,3.98
2023-04-20,206.6,198.49,167.91,235.22,222.22,45,4.22
2023-04-21,223.71,260.47,166.93,212.97,166.7,39,4.14
2023-04-22,246.4,261.46,275.4,257.98,189.09,50,4.83
2023-04-23,232.08,286.74,215.76,278.4,169.32,44,3.46
